work_id,cohort,field_id,year,title,abstract_words,flags
W648573238,base,26,2003,Strong laws of large numbers for tight fuzzy random variables,56,"[""abstract_50_79""]"
W2014842549,base,14,2010,States continue push to tax internet sales,61,"[""abstract_50_79""]"
W2996569028,base,22,2019,Terahertz optical properties of wood–plastic composites,66,"[""abstract_50_79""]"
W1980888135,base,13,2009,Interactions of a Tetraanionic Porphyrin with DNA: from a Z-DNA Sensor to a Versatile Supramolecular Device,70,"[""abstract_50_79""]"
W1754818330,base,31,2006,Continuous spin particles from a tensionless string theory,71,"[""abstract_50_79""]"
W1990979482,base,27,2012,Discussion,72,"[""abstract_50_79""]"
W4319990808,base,33,2022,Continuity and Disruption of Chinese Literature in the Late Joseon Dynasty: Middle Classes Inside and Outside the Country,151,"[""many_non_ascii_letters""]"
W3091902819,base,27,2020,Prevention and treatment of cerebral palsy with cord blood stem cells and cord-derived mesenchymal stem cells,2082,"[""abstract_over_2000_words""]"
W2388540742,base,25,2009,Experimental research on deep cryogenic treatment of W4Mo3Cr4VSi twist drill,66,"[""abstract_50_79""]"
W2057827466,base,22,2005,Resonance Patterns of Piezoelectric Partial-Drive Systems without Mechanical Impedance Matching,60,"[""abstract_50_79""]"
W2042621415,base,13,2004,Traceable Dielectric Measurements of New Liquids for Specific Absorption Rate (SAR) Measurement in the Frequency Range 300 MHz to 6 GHz,53,"[""abstract_50_79""]"
W2090524655,base,11,2006,Lignanoids and Diterpenoids fromCallicarpa furfuraceae,75,"[""abstract_50_79""]"
W2013412005,base,32,2006,The Present and Future of Clinical Psychology in Private Practice.,60,"[""abstract_50_79""]"
W2253915369,base,16,2011,Synthesis of Biphenylamine Derivatives via Suzuki Coupling Reaction,73,"[""abstract_50_79""]"
W2389777296,base,17,2010,Research on GPS Position Calculation Arithmetic,61,"[""abstract_50_79""]"
W2359481807,base,17,2003,The serial communication technology applications in automatic monitor systems based on the Visual Basic,52,"[""abstract_50_79""]"
W2093282640,base,31,2010,Large blue shift of the absorption edge in modified potential InGaAs/InAlAs coupled quantum wells,57,"[""abstract_50_79""]"
W2889540016,base,11,2018,The role of means of combating green washing in environmental protection Field study in slaughter of meat and poultry in Dohuk governorate,178,"[""many_non_ascii_letters""]"
W2357669687,base,19,2013,STRATIGRAPHIC SEQUENCES IN XIHU SAG AND THEIR REPONSE TO SEA LEVEL CHANGES,69,"[""abstract_50_79""]"
W4288103168,base,17,2019,Curated Test Fault Data Set,78,"[""abstract_50_79""]"
W2386145744,base,13,2009,Research and application of biosensors,70,"[""abstract_50_79""]"
W2990271683,base,27,2019,A stapled chromogranin A-derived peptide is a potent dual ligand for integrins αvβ6 and αvβ8,56,"[""abstract_50_79""]"
W2518361924,base,26,2017,Explicit Serre weights for two-dimensional Galois representations,69,"[""abstract_50_79""]"
W4285148334,base,17,2022,Application of artificial intelligence in blockchain technology: A perspective of financial decision making,70,"[""abstract_50_79""]"
W2379391676,base,17,2009,Study of Speed Compensation for High Frequency Doppler Log,67,"[""abstract_50_79""]"
W2381817416,base,12,2000,English Vocabulary and British History,61,"[""abstract_50_79""]"
W1797531132,base,33,2011,Development And Evolution Of An Interactive HRM Course: A Case Study,65,"[""abstract_50_79""]"
W2370871520,base,22,2010,Application of CBR in Product Packaging Design System,65,"[""abstract_50_79""]"
W2461899025,base,11,2006,Chromosome numbers counted by the late Gilbert Bocquet,50,"[""abstract_50_79""]"
W2355878819,base,12,2006,An Analysis of the Causes of Language Errors Committed by Overseas Students,56,"[""abstract_50_79""]"
W2347292094,base,12,2000,Study on the Standardization of Documentary Information Work of Libraries in Network Environment,50,"[""abstract_50_79""]"
W2359569385,base,17,2003,Web Information Extraction,75,"[""abstract_50_79""]"
W7152624766,base,22,2024,Soundbites from the IPEC Foundation’s Awards Ceremony,70,"[""abstract_50_79""]"
W2962905845,base,12,2019,"At the Edge of Being Human: Liminality in Free Meter Hymnic Poetry (Goethe, Hölderlin, Nietzsche, Rilke)",73,"[""abstract_50_79""]"
W2938579948,base,33,2018,Reinvention v Transformation: Transforming the Personal Reinvention Process,62,"[""abstract_50_79""]"
W2375003638,base,17,2005,Measurement method for DC Voltage Distortion of Aircraft Power System,51,"[""abstract_50_79""]"
W4200588215,base,22,2021,Color tunable emission from Eu 3+ and Tm 3+ co-doped CsPbBr 3 quantum dot glass nanocomposites,56,"[""abstract_50_79""]"
W2399765641,base,27,2003,[Paraneoplastic hypereosinophilia associated with hepatocellular carcinoma].,75,"[""abstract_50_79""]"
W2082948794,base,27,2008,Glomerulocystic Kidney Disease: A Single Entity?,62,"[""abstract_50_79""]"
W2380972847,base,22,2012,Application of Squeezing Bridging and Packing Mud Loss Control Technology in Well Shan074-61,77,"[""abstract_50_79""]"
W2391424391,base,17,2009,Research on the Advantages of Forest Zone Operation Form in Inner Mongolian and the Measures,61,"[""abstract_50_79""]"
W2376124575,base,11,2011,Thinking on Chinese Tea Culture,52,"[""abstract_50_79""]"
W342412564,base,33,2007,Reading First and Special Education: Examples of State-Level Collaboration. inForum.,74,"[""abstract_50_79""]"
W2727989290,base,21,2010,Comparison of MPPT Strategies for Solar Modules,76,"[""abstract_50_79""]"
W2059658981,base,31,2000,"Two- and three-dimensional, identity-exchange soliton collisions in a strongly magnetized plasma",50,"[""abstract_50_79""]"
W4410071225,base,16,2024,Solubility of Polymers in Organic Solvents,61,"[""abstract_50_79""]"
W1974711184,base,35,2014,Endodontic Treatment of Single Rooted Maxillary First Molar with C Shaped Canal Configuration,53,"[""abstract_50_79""]"
W2048477481,base,16,2000,Nonlinear chemical dynamics in synthetic polymeric systems: motivations and strategies for success,60,"[""abstract_50_79""]"
W2353144671,base,33,2010,To construct a new effective supervision system for the clinical school teaching,72,"[""abstract_50_79""]"
W4256691267,base,20,2020,ACRL list of materials available,65,"[""abstract_50_79""]"
W2355982684,base,13,2010,Insecticidal Activities and field efficacy of Chlorantraniliprole against diamondback moth(Plutella xylostella),77,"[""abstract_50_79""]"
W3041544543,base,33,2019,Transparency as a tool against corruption? The case of Italy,73,"[""abstract_50_79""]"
W2945723954,base,23,2019,Дослідження деяких особливостей розподілу прибутку підприємства при проведенні фінансово-економічної експертизи,217,"[""many_non_ascii_letters""]"
W4200296632,base,17,2021,Architecture of a Knowledge Base in Smart Crop Production,64,"[""abstract_50_79""]"
W2357205106,base,16,2009,Synthesis of Blonanserin,50,"[""abstract_50_79""]"
W2364321361,base,22,2010,Research on Spherical Lens of Phoroter,71,"[""abstract_50_79""]"
W2298354756,base,17,2016,Contributions to Mathematical Finance Applicable to Medical Economics,71,"[""abstract_50_79""]"
W2359625814,base,33,2006,To Improve the Library’s Service with “Educating People” as the Core,57,"[""abstract_50_79""]"
W4210525448,base,13,2022,Skeletal Analogues of UCS1025A and B by Cyclization of Maleimides: Synthesis and Biological Activity,60,"[""abstract_50_79""]"
W601959518,base,12,2009,The political ideals of Robert Harley: moderate conservatism in his Plaine English,74,"[""abstract_50_79""]"
W4316465485,base,27,2022,Effects of a single bout of exercise and treadmill exercise on mitochondrial function and mitophagy in rat cardiac muscles,250,"[""many_non_ascii_letters""]"
W2808823820,base,17,2018,Iterative Evolution of the Liaison Librarian Role: A Brief Case Study,51,"[""abstract_50_79""]"
W2029462397,base,26,2012,Theoretical investigation of total-asymmetric simple exclusion processes with attachment and detachment,61,"[""abstract_50_79""]"
W2380888024,base,22,2009,The Application of Electronic Toll Collection System in Charge of Highway,73,"[""abstract_50_79""]"
W2391458504,base,27,2008,The evidence trials of angiotensinIIreceptor blockers in the treatment of ardiovascular disease,79,"[""abstract_50_79""]"
W7210408465,base,14,2020,"Cardozo Law News Brief: October 30, 2020",57,"[""abstract_50_79""]"
W2350176488,base,11,2014,Research Advances in Factors Influencing the Secondary Metabolites of Tobacco,78,"[""abstract_50_79""]"
W2438326614,base,35,2012,Adult minimal oral sedation in the general practice setting.,75,"[""abstract_50_79""]"
W4404828445,base,27,2024,GRAVITY IN SPACE,63,"[""abstract_50_79""]"
W4386604438,base,27,2023,Intermittently scanned continuous glucose monitoring for type 1 diabetes,70,"[""abstract_50_79""]"
W2209081866,base,14,2011,Demand-Driven Disassembly Plan for a Robust Closed-Loop Supply Chain System,54,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2381253743,base,27,2007,Integrin and Restenosis after Percutaneous Coronary Intervention,68,"[""abstract_50_79""]"
W4220894010,base,29,2022,The efficacy of arginyl-glycinate zinc complex in the treatment of male infertility in experimental and clinical studies,244,"[""many_non_ascii_letters""]"
W2187743194,base,23,2009,"Integrals don't have anything to do with discrete math, do they?",78,"[""abstract_50_79""]"
W2906196008,base,22,2018,Processing of triangulation scanner data for measurements of rail profiles,75,"[""abstract_50_79""]"
W2128611183,base,17,2003,Testing the unidimensional interconnect architecture of symmetrical SRAM-based FPGA,50,"[""abstract_50_79""]"
W2378863355,base,22,2013,Research on and Development of Embedded Cross Debugging Environment MRTOS Based on Eclipse Platform,63,"[""abstract_50_79""]"
W957046207,base,22,2003,National Bases Constructed to Stockpile Oil,53,"[""abstract_50_79""]"
W3127178941,base,27,2021,Organopathic approach in homoeopathic prescription,78,"[""abstract_50_79""]"
W2395191322,base,33,2016,The flashing of fireflies,78,"[""abstract_50_79""]"
W3142240590,base,11,2008,Determination of Anthocyanins and Exploration of Relationship between Their Composition and Petal Coloration in Crape Myrtle （Lagerstroemia hybrid）,51,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W1580543426,base,26,2008,Lipschitz cell decomposition in o-minimal structures I,57,"[""abstract_50_79""]"
W2382941404,base,33,2009,The System Construction of Procuratorial Organ Reprieve Prosecution,54,"[""abstract_50_79""]"
W2374640028,base,33,2012,Investigation and Analysis on Main Culture Timber Forest Resources in Hebei Province,56,"[""abstract_50_79""]"
W2587753582,base,33,2016,Elementary School-University Partnership: The Elementary Parent Leadership Academy,75,"[""abstract_50_79""]"
W4389205396,base,14,2023,BloodStat - A Website for Blood Donation,72,"[""abstract_50_79""]"
W3093181561,base,11,2017,Sediment chemistry and Macrozoobenthos of Gagribal Basin of Dal Lake,62,"[""abstract_50_79""]"
W2372535778,base,22,2003,The Reason of Fire and Explosion Accidents Occurring in Sulfur-containing Petroleum Tanks,64,"[""abstract_50_79""]"
W3113481776,base,26,2007,Math by the Month: A Healthy Start,59,"[""abstract_50_79""]"
W2393156290,base,22,2005,Research of cold welding technique of new style wearable cast steel and 20 steel,63,"[""abstract_50_79""]"
W1988379037,base,31,2000,Coherent and incoherent motion in a one-dimensional lattice,73,"[""abstract_50_79""]"
W2377981529,base,32,2007,Emotional Education of University Students from the Perspective of Emotional Intelligence,75,"[""abstract_50_79""]"
W2039899526,base,31,2013,AdS braneworld with backreaction,53,"[""abstract_50_79""]"
W2379179794,base,22,2010,Measures to Improve Fault-line Detection Reliability in Small Current Grounded System,50,"[""abstract_50_79""]"
W2803898065,base,17,2019,Dual renormalization group flows in 4D,76,"[""abstract_50_79""]"
W2372253536,base,23,2003,Study on alternative furrow irrigation on film-mulched maize in desert oasis area,64,"[""abstract_50_79""]"
W1984001294,base,21,2011,The energy consumption analysis of several forms of heating system,63,"[""abstract_50_79""]"
W2601905971,base,31,2017,Next-to-leading order corrections to deeply virtual production of pseudoscalar mesons,68,"[""abstract_50_79""]"
W1982533930,base,22,2007,Tedesko’s Philadelphia Skating Club: Refinement of an Idea,58,"[""abstract_50_79""]"
W2370342200,base,33,2015,The application of flower-arranging in tea ceremony,60,"[""abstract_50_79""]"
W3090865852,base,21,2020,Analysis of opportunities to reduce operation costs during transportation of fuel resources,268,"[""many_non_ascii_letters""]"
W2743368977,base,33,2017,"Growing Apart? Partisan Sorting in Canada, 1992–2015",78,"[""abstract_50_79""]"
W3198474649,base,16,2021,Inside Cover: Synthetic Homogeneous Glycoforms of the SARS‐CoV‐2 Spike Receptor‐Binding Domain Reveals Different Binding Profiles of Monoclonal Antibodies (Angew. Chem. Int. Ed. 23/2021),63,"[""abstract_50_79""]"
W4300139161,base,33,2017,Areas of strengthening the influence of territorial communities in the system of land resources management,56,"[""abstract_50_79""]"
W2367831363,base,22,2003,Video-based Traffic Monitoring System,61,"[""abstract_50_79""]"
W2060300114,base,23,2005,A Frozen Giant,67,"[""abstract_50_79""]"
W1968324668,base,13,2010,High performance and resource efficient biological sequence alignment,75,"[""abstract_50_79""]"
W4304206052,base,13,2022,Plasmazellen als Blaupause für die moderne Biopharmakaherstellung,72,"[""abstract_50_79""]"
W57647708,base,17,2008,Named Entity Recognition for Indian Languages,68,"[""abstract_50_79""]"
W2531543516,base,22,2016,Numerical study into the morphology and formation mechanisms of three-dimensional particle structures in vibrated cylindrical cavities with various heating conditions,55,"[""abstract_50_79""]"
W2922466169,base,33,2006,The reality in the Russian language of the XIX - beginning of XXI centuries,833,"[""many_non_ascii_letters""]"
W3158978650,base,14,2021,Designing a Third Generation University Governance Model Using Total Interpretive Structural Modeling,454,"[""many_non_ascii_letters""]"
W2041875758,base,14,2006,Protecting the heart may not protect the public health,50,"[""abstract_50_79""]"
W2944247644,base,25,2018,Physics-chemical study for liquid glass from abundance distributed silicate mineral in Mongolia,484,"[""many_non_ascii_letters""]"
W3122348172,base,27,2009,Consideration on Hemicraniectomy,77,"[""abstract_50_79""]"
W3037094260,base,14,2010,Effectiveness of Price Bundling in an Entertainment Setting,54,"[""abstract_50_79""]"
W2363096171,base,17,2011,Improved Method of Grid Resource Organization and Discovery Based on Mobile Agent,68,"[""abstract_50_79""]"
W2392221752,base,21,2012,Study on the Dimension of Agricultural Economic Growth,64,"[""abstract_50_79""]"
W1523359003,base,27,2010,When can the limitation period for childbirth claims be extended,54,"[""abstract_50_79""]"
W4293660262,base,31,2022,Matrix Integrable Fourth-Order Nonlinear Schrödinger Equations and Their Exact Soliton Solutions,72,"[""abstract_50_79""]"
W626861,base,11,2008,Role of light in freezing tolerance of wheat,69,"[""abstract_50_79""]"
W2603021800,base,27,2001,Catheter-Based Myocardial Gene Transfer,56,"[""abstract_50_79""]"
W2353751519,base,36,2014,Investigation and Analysis on User' Information Demand for Health Consultation Website in China,55,"[""abstract_50_79""]"
W2168711306,base,17,2009,Parameterized VERTEX COVER in Graphs of Small Degree,72,"[""abstract_50_79""]"
W2572032582,base,19,2017,Implementation of single-shot ellipsometry on gas gun experiments,69,"[""abstract_50_79""]"
W3015203400,base,27,2020,The value of pre-operative MRI in management of penile fractures,71,"[""abstract_50_79""]"
W3195231177,base,27,2021,"Neuregulin-1, in a Conducive Milieu with Wnt/BMP/Retinoic Acid, Prolongs the Epicardial-Mediated Cardiac Regeneration Capacity of Neonatal Heart Explants",74,"[""abstract_50_79""]"
W2058091914,base,31,2000,Relativistic Effects of Light in Moving Media with Extremely Low Group Velocity,62,"[""abstract_50_79""]"
W4386111789,base,36,2023,Perceptions of Nurses on Obesity Treatment Options,54,"[""abstract_50_79""]"
W2372819499,base,22,2006,The Information Technology Applications in ITS,55,"[""abstract_50_79""]"
W2941253872,base,32,2008,"The Relationships between Adult Attachment Style, Trait-Anger, and Drinking Problems Focusing on the Moderating Effect of Anger Expression Effectiveness",114,"[""many_non_ascii_letters""]"
W4390464312,base,21,2023,Chemical synthesis of rod-like cobalt phosphide,69,"[""abstract_50_79""]"
W2349224100,base,26,2011,A conjugate gradient method for 2-D two-phase media wave equation inversion,71,"[""abstract_50_79""]"
W2758356235,base,33,2017,Pottery and Politics: Understanding the Economic and Political Integration of Rwanda’s Batwa in Post Genocide Rwanda,70,"[""abstract_50_79""]"
W2954190200,base,17,2018,"Relationships among Ego-Resilience, Reflective Thinking, and Teaching Professionalism of Child Care Teachers",166,"[""many_non_ascii_letters""]"
W2103213553,base,17,2011,Quantum Walks on Regular Graphs and Eigenvalues,71,"[""abstract_50_79""]"
W2098659912,base,27,2014,"Efficient One‐Pot Syntheses of 7‐Alkyl‐6H,7H‐naphtho[1,2:5,6]pyrano‐[3,2‐c]chromen‐6‐ones by 1‐Methyl‐3‐(2‐(sulfooxy)ethyl)‐1H‐imidazol‐3‐ium Chloride",57,"[""abstract_50_79""]"
W2354505736,base,22,2008,Design of an Electrical Control System based on a Steering System of Traffic,74,"[""abstract_50_79""]"
W2315188995,base,22,2005,Control strategy of three-phase matrix converter fed induction motor drive system,61,"[""abstract_50_79""]"
W1887325555,base,14,2015,Talents Building is the Prerequisite of the Realization of China Dream: A Study of Xi Jinping’s Serial Important Speeches on Talents Building,68,"[""abstract_50_79""]"
W4253361572,base,22,2010,Spotlight on Research,52,"[""abstract_50_79""]"
W2577635583,base,11,2016,Research of oat lines differing for genes of photoperiodic sensitivity,64,"[""abstract_50_79""]"
W2545090552,base,32,2005,Novel Method of Capturing Static and Dynamic Anthropometric Data for Home Design,75,"[""abstract_50_79""]"
W2910761503,base,17,2018,CHOOSING ARTIFICIAL LIGHT SOURCES FOR UNDERWATER CAMERA,72,"[""abstract_50_79""]"
W1998116508,base,25,2007,Novel Color Changing pH Sensors Based on Cholesteric Polymers,75,"[""abstract_50_79""]"
W3082403595,base,11,2020,Influence of microbiological preparations on spring wheat yield,58,"[""abstract_50_79""]"
W2909436404,base,13,2018,Quality Peptide Versus Speed: Conventional Synthesis Versus Microwave,78,"[""abstract_50_79""]"
W2355458905,base,22,2007,Research on Wear Characteristic of Laser Cladding Layers of Ni60 and Ni60/SiC,65,"[""abstract_50_79""]"
W98059272,base,13,2008,The GTPase Ran: regulation of cell life and potential roles in cell transformation,78,"[""abstract_50_79""]"
W2475331673,base,12,2000,"Fast Transient Analysis for Locally Nonlinear Structures by Recursive Block Convolution, #79",63,"[""abstract_50_79""]"
W2163334971,base,25,2003,"Yttrium Silicate Powders Produced by the Sol–Gel Method, Structural and Thermal Characterization",70,"[""abstract_50_79""]"
W4237767732,base,27,2018,Hoarseness,71,"[""abstract_50_79""]"
W2096966818,base,16,2015,Multi-site cyclization via initial C–H activation using a rhodium( iii ) catalyst: rapid assembly of frameworks containing indoles and indolines,62,"[""abstract_50_79""]"
W2532319499,base,31,2003,Cylindrical periodic structures of metallic wires,60,"[""abstract_50_79""]"
W4210749912,base,36,2021,Prevalence and degree of burnout and associated factors from five major specialties in teaching hospitals of University of Colombo,62,"[""abstract_50_79""]"
W3143871214,base,27,2021,Anti-Helicobacter pylori Activity of Epigallocatechin-3-O-(3-O-methyl) Gallate Isolated from Green Tea,171,"[""many_non_ascii_letters""]"
W2356187302,base,14,2008,Protecting Intellectual Properties in International TCM Cooperation,58,"[""abstract_50_79""]"
W2385422213,base,22,2000,Study on cooling process of coal ball,60,"[""abstract_50_79""]"
W2401437521,base,27,2007,"Colorectal Cancer: Progress on the Prevention, Diagnosis, and Therapy",74,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2373867348,base,22,2007,Factor Analysis Method and its Application in Evaluating Manage Efficiency of Commercial Banks,74,"[""abstract_50_79""]"
W2356829350,base,22,2007,Research on the Temperature Effect of the Concrete Casket Beam under Sunshine,68,"[""abstract_50_79""]"
W2981713653,base,33,2019,The impact of Coronial post-mortem examinations on religion and culture: Searching for resolutions,52,"[""abstract_50_79""]"
W2373834323,base,13,2001,Investigations on the effects of eyes in workers exposed to phosphorus pentasulfide.,77,"[""abstract_50_79""]"
W4391381593,base,31,2023,Parameter Analysis Review on Multiple Quantum Well based InGaN/GaN Light Emitting Diode,68,"[""abstract_50_79""]"
W2370973910,base,22,2007,Discussion on the Formation of Deng Xiaoping's Logistics Concept,59,"[""abstract_50_79""]"
W2097954195,base,22,2002,Studying on electron beam lithography technology,76,"[""abstract_50_79""]"
W2381780359,base,17,2007,Study on Aspen Open Solver Interfaces,71,"[""abstract_50_79""]"
W349431286,base,27,2009,Ratio Optimization of Lead-removing Products by Orthogonal Test,69,"[""abstract_50_79""]"
W1995465696,base,13,2014,One-step generation of myostatin gene knockout sheep via the CRISPR/Cas9 system,63,"[""abstract_50_79""]"
W1584770111,base,17,2013,The indexation study to evaluate fair development of Civic Scientific Literacy Construction in China,73,"[""abstract_50_79""]"
W3009299136,base,11,2020,MutMap Analysis of a Rice Dwarf Mutant Line,51,"[""abstract_50_79""]"
W3087886469,base,26,2020,NORM STRUCTURES OF A FUZZY NORMED SPACE,72,"[""abstract_50_79""]"
W7133101052,base,27,2023,Comparison of short-course 7-day vs. long-course ≥10 days beta-lactam antibiotic regimens for the treatment of complicated urinary tract infections,76,"[""abstract_50_79""]"
W1967594032,base,22,2014,Automatic clustering of multispectral data using a non-Gaussian statistical model,74,"[""abstract_50_79""]"
W2131174864,base,27,2003,"Surplus Embryos, Nonreproductive Cloning, and the Intend/Foresee Distinction",60,"[""abstract_50_79""]"
W2084343113,base,18,2012,Factor Analysis of Effects on Research Data Collection,59,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2347919740,base,17,2002,On Simulated Teachers' Training of Teachers?College Students in Higher Vocational Colleges,66,"[""abstract_50_79""]"
W2009761408,base,23,2013,PSR-Based Ecosystem Health Evaluation Research in Yellow River Delta Wetland,66,"[""abstract_50_79""]"
W2110345627,base,33,2010,What is Überveillance? (And What Should Be Done About It?),61,"[""abstract_50_79""]"
W3177423667,base,22,2019,Optimized Design of Si3 N4 Structures for Photonic Integrated Data Compression Applications,76,"[""abstract_50_79""]"
W2380045361,base,33,2003,On the Noumena Position of Ci Poems,54,"[""abstract_50_79""]"
W4401079130,base,27,2024,Use of Gross Motor Interventions for Improving Attention-to-Task Among Children With ADHD: An Exploratory Study,59,"[""abstract_50_79""]"
W2224293898,base,22,2015,"NATIONAL GEOMORPHOLOGY: PAST, PRESENT, FUTURE",67,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2383875487,base,20,2015,New Era of Seamless Ball Table Tennis Special Physical Training Methods and Research,53,"[""abstract_50_79""]"
W2766278328,base,19,2017,Magnetic non-null curves according to parallel transport frame in Minkowski 3-space,61,"[""abstract_50_79""]"
W4297850965,base,18,2018,Quantale-valued uniform convergence towers for quantale-valued metric spaces,56,"[""abstract_50_79""]"
W7211374066,base,27,2016,Texas Attorney General Opinion: KP-0103,61,"[""abstract_50_79""]"
W2780272625,base,31,2017,Two-particle system with harmonic oscillator interaction in noncommutative phase space,55,"[""abstract_50_79""]"
W2004072553,base,17,2006,Topology Control for Wireless Ad hoc Networks: A Genetic Algorithm-based Approach,74,"[""abstract_50_79""]"
W2022194128,base,25,2010,Cyclohexylcyanine: a new aliphatic phthalocyanine analogue,51,"[""abstract_50_79""]"
W2374404542,base,17,2009,Fast Decoding of LDPC Convolutional Codes,69,"[""abstract_50_79""]"
W2335181128,base,27,2014,Spontaneous Regression of Subocclusive Coronary Stenosis: Does Time Heals All Wounds?,67,"[""abstract_50_79""]"
W2189431229,base,22,2006,Heuristics forpermutation flowshops tominimize total flowtime,63,"[""abstract_50_79""]"
W7133582419,base,12,2024,Ensemble Intercontemporain at Festival d’Automne,53,"[""abstract_50_79""]"
W2189155418,base,22,2006,Preparation Technique of Foam-Floater to Level Gauge of LPG Tank with High Pressure,157,"[""many_non_ascii_letters""]"
W4213278616,base,27,2022,POS-866 Urinary mitochondrial DNA a new biomarkers of acute kidney injury in renal allograft recipient patients after post covid recovery,62,"[""abstract_50_79""]"
W2350827824,base,22,2001,The theory of processing drum gear automatically by the ordinary hobbing machine,60,"[""abstract_50_79""]"
W2243905025,base,33,2013,Abbott's mixed messages for Indonesia,72,"[""abstract_50_79""]"
W2348551699,base,33,2000,Discussion on Reform and Perfection in System of Civil Procedure Evidence,57,"[""abstract_50_79""]"
W2375658556,base,23,2010,Study on improving the determination method of cod,66,"[""abstract_50_79""]"
W2368264493,base,22,2014,Inquiry on high-rise building water supply system,56,"[""abstract_50_79""]"
W2171958056,base,31,2006,Radio Behavior of Solar Post-Flare Loops,66,"[""abstract_50_79""]"
W1990065094,base,13,2001,Mitogen-Activated Protein (MAP) Kinase Pathways: Regulation and Physiological Functions*,76,"[""abstract_50_79""]"
W2741038069,base,13,2016,Theoretical Models of Vascular Pattern Formation.,69,"[""abstract_50_79""]"
W2360510779,base,22,2010,Finite Element Analysis of Unsteady Seepage Field of Dam Engineering,69,"[""abstract_50_79""]"
W2086246883,base,22,2000,Influence of the Screening Function on Theoretical Calculations of the Structure Factor of Liquid Aluminum,71,"[""abstract_50_79""]"
W2100609556,base,22,2004,Combustion Characterization of Fluorinated Polymers,77,"[""abstract_50_79""]"
W4299503689,base,22,2008,Stabilization system of pendulous installation with additive adjustment,60,"[""abstract_50_79""]"
W2129396544,base,26,2011,Combinatorial Methods for Detecting Surface Subgroups in Right-Angled Artin Groups,55,"[""abstract_50_79""]"
W2973010822,base,12,2019,Improving Multimodal Assignments through Collaborative Reflection/Revision,61,"[""abstract_50_79""]"
W2358654950,base,18,2002,Safety Analysis of Explosives in Fire Proofing and Fire Extinguishing,59,"[""abstract_50_79""]"
W2107185342,base,27,2005,Omental Infarction in Children: Color Doppler Sonography Correlated with Surgery and Pathology Findings,72,"[""abstract_50_79""]"
W3015796979,base,22,2019,A Design of S-band Microstrip Filter Based on Discharge Protection,57,"[""abstract_50_79""]"
W3031978539,base,27,2013,足月新生儿坏死性小肠结肠炎一例,70,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2148654054,base,22,2004,WLCSP back-end considerations,75,"[""abstract_50_79""]"
W4239554058,base,24,2007,自身肽结合于HLA-A2分子上能够在体外诱导抗原肽特异性的同种T细胞,145,"[""many_non_ascii_letters""]"
W2005445896,base,22,2014,Design and Implementation of Remote Control System Based on Embedded Mobile Network,72,"[""abstract_50_79""]"
W2109027490,base,20,2009,Multiple cyclical fractional structures in financial time series,55,"[""abstract_50_79""]"
W2790660864,base,14,2017,A Study on the women image of Artemisia Gentileschi,198,"[""many_non_ascii_letters""]"
W7159913398,base,22,2022,"The Role OF Graphics in the Training OF Teachers OF ""Fine ARTS AND Engineering Graphics""",59,"[""abstract_50_79""]"
W2575916127,base,17,2016,Proposal of Control Algorithm for Electromotoric Swivel Walker,75,"[""abstract_50_79""]"
W2352524477,base,33,2005,"Probing into Setting Up A New Pattern for ""Dual-class"" Practice Teaching",64,"[""abstract_50_79""]"
W2353859503,base,25,2005,The Research on the Mesh Division of the Spherical-debris Penetrating Steel Target Based on LS-DYNA,72,"[""abstract_50_79""]"
W3035805322,base,13,2020,"Survey of leaf-cutting ant species in native vegetation and monocultures in the State of Goiás, Brazil",76,"[""abstract_50_79""]"
W2362085642,base,19,2010,Risk identification of underground pressurized cavern oil storage,66,"[""abstract_50_79""]"
W2550010426,base,16,2009,A Formal Carbon–Sulfur Triple Bond: HCSOH,61,"[""abstract_50_79""]"
W2138488633,base,17,2013,Minimal spatio-temporal database repairs,59,"[""abstract_50_79""]"
W2062961261,base,33,2009,The Contemporary Historiography of Russian Conservatism,51,"[""abstract_50_79""]"
W2380407152,base,21,2008,Research on Three-phase PWM Rectifier in Charging-Discharging Device of Battery,66,"[""abstract_50_79""]"
W4285089889,base,11,2022,"Complete Coding Genome Sequences of Five Foot-and-Mouth Disease Viruses Belonging to Serotype O, Isolated from Cattle in Uganda in 2015 to 2016",57,"[""abstract_50_79""]"
W1994536045,base,22,2003,A Postprocessing Approach to Determine Transverse Stresses in Geometrically Nonlinear Composite and Sandwich Structures,78,"[""abstract_50_79""]"
W2981121115,base,14,2019,Sustainable Development Goals and Corporate Engagement in Africa,52,"[""abstract_50_79""]"
W3197111014,base,17,2023,On the $q$-Analogue of Pólya's Theorem,74,"[""abstract_50_79""]"
W2376313675,base,22,2008,The Control History of Monochamus alternatus Hope by Attractants,58,"[""abstract_50_79""]"
W2162938557,base,14,2004,Cross-Cultural Differences of Online Store Image Perception and Customer Purchasing Intention,72,"[""abstract_50_79""]"
W2894367633,base,22,2018,Improving Chamfer Template Matching Using Image Segmentation,79,"[""abstract_50_79""]"
