`torch_dtype` is deprecated! Use `dtype` instead!
minilm/title: 2,048/52,000; reused 524, new 500
minilm/abstract: 37,888/52,000; reused 524, new 500
minilm/abstract: 38,912/52,000; reused 500, new 524
minilm/abstract: 39,936/52,000; reused 518, new 506
minilm/abstract: 40,960/52,000; reused 517, new 507
minilm/abstract: 41,984/52,000; reused 514, new 510
minilm/abstract: 43,008/52,000; reused 498, new 526
minilm/abstract: 44,032/52,000; reused 509, new 515
minilm/abstract: 45,056/52,000; reused 523, new 501
minilm/abstract: 46,080/52,000; reused 510, new 514
minilm/abstract: 47,104/52,000; reused 507, new 517
minilm/abstract: 48,128/52,000; reused 512, new 512
minilm/abstract: 49,152/52,000; reused 520, new 504
minilm/abstract: 50,176/52,000; reused 507, new 517
minilm/abstract: 51,200/52,000; reused 508, new 516
minilm/abstract: 52,000/52,000; reused 393, new 407
pubmedbert/title_abstract: 1,024/52,000; reused 1024, new 0
pubmedbert/title_abstract: 2,048/52,000; reused 1024, new 0
pubmedbert/title_abstract: 3,072/52,000; reused 1024, new 0
pubmedbert/title_abstract: 4,096/52,000; reused 1024, new 0
pubmedbert/title_abstract: 5,120/52,000; reused 1024, new 0
pubmedbert/title_abstract: 6,144/52,000; reused 1024, new 0
pubmedbert/title_abstract: 7,168/52,000; reused 1024, new 0
pubmedbert/title_abstract: 8,192/52,000; reused 1024, new 0
pubmedbert/title_abstract: 9,216/52,000; reused 1024, new 0
pubmedbert/title_abstract: 10,240/52,000; reused 1024, new 0
pubmedbert/title_abstract: 11,264/52,000; reused 1024, new 0
pubmedbert/title_abstract: 12,288/52,000; reused 1024, new 0
pubmedbert/title_abstract: 13,312/52,000; reused 1024, new 0
pubmedbert/title_abstract: 14,336/52,000; reused 1024, new 0
pubmedbert/title_abstract: 15,360/52,000; reused 1024, new 0
pubmedbert/title_abstract: 16,384/52,000; reused 1024, new 0
pubmedbert/title_abstract: 17,408/52,000; reused 1024, new 0
pubmedbert/title_abstract: 18,432/52,000; reused 1024, new 0
pubmedbert/title_abstract: 19,456/52,000; reused 1024, new 0
pubmedbert/title_abstract: 20,480/52,000; reused 1024, new 0
pubmedbert/title_abstract: 21,504/52,000; reused 1024, new 0
pubmedbert/title_abstract: 22,528/52,000; reused 1024, new 0
pubmedbert/title_abstract: 23,552/52,000; reused 1024, new 0
pubmedbert/title_abstract: 24,576/52,000; reused 1024, new 0
pubmedbert/title_abstract: 25,600/52,000; reused 1024, new 0
pubmedbert/title_abstract: 26,624/52,000; reused 1024, new 0
pubmedbert/title_abstract: 27,648/52,000; reused 1024, new 0
pubmedbert/title_abstract: 28,672/52,000; reused 1024, new 0
pubmedbert/title_abstract: 29,696/52,000; reused 1024, new 0
pubmedbert/title_abstract: 30,720/52,000; reused 1024, new 0
pubmedbert/title_abstract: 31,744/52,000; reused 1024, new 0
pubmedbert/title_abstract: 32,768/52,000; reused 1024, new 0
pubmedbert/title_abstract: 33,792/52,000; reused 1024, new 0
pubmedbert/title_abstract: 34,816/52,000; reused 1024, new 0
pubmedbert/title_abstract: 35,840/52,000; reused 1024, new 0
pubmedbert/title_abstract: 36,864/52,000; reused 1024, new 0
pubmedbert/title_abstract: 37,888/52,000; reused 1024, new 0
pubmedbert/title_abstract: 38,912/52,000; reused 1024, new 0
pubmedbert/title_abstract: 39,936/52,000; reused 1024, new 0
pubmedbert/title_abstract: 40,960/52,000; reused 1024, new 0
pubmedbert/title_abstract: 41,984/52,000; reused 1024, new 0
pubmedbert/title_abstract: 43,008/52,000; reused 1024, new 0
pubmedbert/title_abstract: 44,032/52,000; reused 1024, new 0
pubmedbert/title_abstract: 45,056/52,000; reused 1024, new 0
pubmedbert/title_abstract: 46,080/52,000; reused 1024, new 0
pubmedbert/title_abstract: 47,104/52,000; reused 1024, new 0
pubmedbert/title_abstract: 48,128/52,000; reused 1024, new 0
pubmedbert/title_abstract: 49,152/52,000; reused 1024, new 0
pubmedbert/title_abstract: 50,176/52,000; reused 1024, new 0
pubmedbert/title_abstract: 51,200/52,000; reused 1024, new 0
pubmedbert/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
pubmedbert/title: 1,024/52,000; reused 521, new 503
pubmedbert/title: 2,048/52,000; reused 524, new 500
pubmedbert/title: 3,072/52,000; reused 498, new 526
pubmedbert/title: 4,096/52,000; reused 521, new 503
pubmedbert/title: 5,120/52,000; reused 521, new 503
pubmedbert/title: 6,144/52,000; reused 526, new 498
pubmedbert/title: 7,168/52,000; reused 520, new 504
pubmedbert/title: 8,192/52,000; reused 499, new 525
pubmedbert/title: 9,216/52,000; reused 492, new 532
pubmedbert/title: 10,240/52,000; reused 512, new 512
pubmedbert/title: 11,264/52,000; reused 535, new 489
pubmedbert/title: 12,288/52,000; reused 527, new 497
pubmedbert/title: 13,312/52,000; reused 508, new 516
pubmedbert/title: 14,336/52,000; reused 515, new 509
pubmedbert/title: 15,360/52,000; reused 497, new 527
pubmedbert/title: 16,384/52,000; reused 543, new 481
pubmedbert/title: 17,408/52,000; reused 527, new 497
pubmedbert/title: 18,432/52,000; reused 522, new 502
pubmedbert/title: 19,456/52,000; reused 537, new 487
pubmedbert/title: 20,480/52,000; reused 531, new 493
pubmedbert/title: 21,504/52,000; reused 529, new 495
pubmedbert/title: 22,528/52,000; reused 515, new 509
pubmedbert/title: 23,552/52,000; reused 517, new 507
pubmedbert/title: 24,576/52,000; reused 510, new 514
pubmedbert/title: 25,600/52,000; reused 491, new 533
pubmedbert/title: 26,624/52,000; reused 512, new 512
pubmedbert/title: 27,648/52,000; reused 520, new 504
pubmedbert/title: 28,672/52,000; reused 510, new 514
pubmedbert/title: 29,696/52,000; reused 460, new 564
pubmedbert/title: 30,720/52,000; reused 479, new 545
pubmedbert/title: 31,744/52,000; reused 511, new 513
pubmedbert/title: 32,768/52,000; reused 487, new 537
pubmedbert/title: 33,792/52,000; reused 510, new 514
pubmedbert/title: 34,816/52,000; reused 498, new 526
pubmedbert/title: 35,840/52,000; reused 519, new 505
pubmedbert/title: 36,864/52,000; reused 496, new 528
pubmedbert/title: 37,888/52,000; reused 524, new 500
pubmedbert/title: 38,912/52,000; reused 500, new 524
pubmedbert/title: 39,936/52,000; reused 518, new 506
pubmedbert/title: 40,960/52,000; reused 517, new 507
pubmedbert/title: 41,984/52,000; reused 514, new 510
pubmedbert/title: 43,008/52,000; reused 498, new 526
pubmedbert/title: 44,032/52,000; reused 509, new 515
pubmedbert/title: 45,056/52,000; reused 523, new 501
pubmedbert/title: 46,080/52,000; reused 510, new 514
pubmedbert/title: 47,104/52,000; reused 507, new 517
pubmedbert/title: 48,128/52,000; reused 512, new 512
pubmedbert/title: 49,152/52,000; reused 520, new 504
pubmedbert/title: 50,176/52,000; reused 507, new 517
pubmedbert/title: 51,200/52,000; reused 508, new 516
pubmedbert/title: 52,000/52,000; reused 393, new 407
pubmedbert/abstract: 1,024/52,000; reused 521, new 503
pubmedbert/abstract: 2,048/52,000; reused 524, new 500
pubmedbert/abstract: 3,072/52,000; reused 498, new 526
pubmedbert/abstract: 4,096/52,000; reused 521, new 503
pubmedbert/abstract: 5,120/52,000; reused 521, new 503
pubmedbert/abstract: 6,144/52,000; reused 526, new 498
pubmedbert/abstract: 7,168/52,000; reused 520, new 504
pubmedbert/abstract: 8,192/52,000; reused 499, new 525
pubmedbert/abstract: 9,216/52,000; reused 492, new 532
pubmedbert/abstract: 10,240/52,000; reused 512, new 512
pubmedbert/abstract: 11,264/52,000; reused 535, new 489
pubmedbert/abstract: 12,288/52,000; reused 527, new 497
pubmedbert/abstract: 13,312/52,000; reused 508, new 516
pubmedbert/abstract: 14,336/52,000; reused 515, new 509
pubmedbert/abstract: 15,360/52,000; reused 497, new 527
pubmedbert/abstract: 16,384/52,000; reused 543, new 481
pubmedbert/abstract: 17,408/52,000; reused 527, new 497
pubmedbert/abstract: 18,432/52,000; reused 522, new 502
pubmedbert/abstract: 19,456/52,000; reused 537, new 487
pubmedbert/abstract: 20,480/52,000; reused 531, new 493
pubmedbert/abstract: 21,504/52,000; reused 529, new 495
pubmedbert/abstract: 22,528/52,000; reused 515, new 509
pubmedbert/abstract: 23,552/52,000; reused 517, new 507
pubmedbert/abstract: 24,576/52,000; reused 510, new 514
pubmedbert/abstract: 25,600/52,000; reused 491, new 533
pubmedbert/abstract: 26,624/52,000; reused 512, new 512
pubmedbert/abstract: 27,648/52,000; reused 520, new 504
pubmedbert/abstract: 28,672/52,000; reused 510, new 514
pubmedbert/abstract: 29,696/52,000; reused 460, new 564
pubmedbert/abstract: 30,720/52,000; reused 479, new 545
pubmedbert/abstract: 31,744/52,000; reused 511, new 513
pubmedbert/abstract: 32,768/52,000; reused 487, new 537
pubmedbert/abstract: 33,792/52,000; reused 510, new 514
pubmedbert/abstract: 34,816/52,000; reused 498, new 526
pubmedbert/abstract: 35,840/52,000; reused 519, new 505
pubmedbert/abstract: 36,864/52,000; reused 496, new 528
pubmedbert/abstract: 37,888/52,000; reused 524, new 500
pubmedbert/abstract: 38,912/52,000; reused 500, new 524
pubmedbert/abstract: 39,936/52,000; reused 518, new 506
pubmedbert/abstract: 40,960/52,000; reused 517, new 507
pubmedbert/abstract: 41,984/52,000; reused 514, new 510
pubmedbert/abstract: 43,008/52,000; reused 498, new 526
pubmedbert/abstract: 44,032/52,000; reused 509, new 515
pubmedbert/abstract: 45,056/52,000; reused 523, new 501
pubmedbert/abstract: 46,080/52,000; reused 510, new 514
pubmedbert/abstract: 47,104/52,000; reused 507, new 517
pubmedbert/abstract: 48,128/52,000; reused 512, new 512
pubmedbert/abstract: 49,152/52,000; reused 520, new 504
pubmedbert/abstract: 50,176/52,000; reused 507, new 517
pubmedbert/abstract: 51,200/52,000; reused 508, new 516
pubmedbert/abstract: 52,000/52,000; reused 393, new 407
biobert/title_abstract: 1,024/52,000; reused 1024, new 0
biobert/title_abstract: 2,048/52,000; reused 1024, new 0
biobert/title_abstract: 3,072/52,000; reused 1024, new 0
biobert/title_abstract: 4,096/52,000; reused 1024, new 0
biobert/title_abstract: 5,120/52,000; reused 1024, new 0
biobert/title_abstract: 6,144/52,000; reused 1024, new 0
biobert/title_abstract: 7,168/52,000; reused 1024, new 0
biobert/title_abstract: 8,192/52,000; reused 1024, new 0
biobert/title_abstract: 9,216/52,000; reused 1024, new 0
biobert/title_abstract: 10,240/52,000; reused 1024, new 0
biobert/title_abstract: 11,264/52,000; reused 1024, new 0
biobert/title_abstract: 12,288/52,000; reused 1024, new 0
biobert/title_abstract: 13,312/52,000; reused 1024, new 0
biobert/title_abstract: 14,336/52,000; reused 1024, new 0
biobert/title_abstract: 15,360/52,000; reused 1024, new 0
biobert/title_abstract: 16,384/52,000; reused 1024, new 0
biobert/title_abstract: 17,408/52,000; reused 1024, new 0
biobert/title_abstract: 18,432/52,000; reused 1024, new 0
biobert/title_abstract: 19,456/52,000; reused 1024, new 0
biobert/title_abstract: 20,480/52,000; reused 1024, new 0
biobert/title_abstract: 21,504/52,000; reused 1024, new 0
biobert/title_abstract: 22,528/52,000; reused 1024, new 0
biobert/title_abstract: 23,552/52,000; reused 1024, new 0
biobert/title_abstract: 24,576/52,000; reused 1024, new 0
biobert/title_abstract: 25,600/52,000; reused 1024, new 0
biobert/title_abstract: 26,624/52,000; reused 1024, new 0
biobert/title_abstract: 27,648/52,000; reused 1024, new 0
biobert/title_abstract: 28,672/52,000; reused 1024, new 0
biobert/title_abstract: 29,696/52,000; reused 1024, new 0
biobert/title_abstract: 30,720/52,000; reused 1024, new 0
biobert/title_abstract: 31,744/52,000; reused 1024, new 0
biobert/title_abstract: 32,768/52,000; reused 1024, new 0
biobert/title_abstract: 33,792/52,000; reused 1024, new 0
biobert/title_abstract: 34,816/52,000; reused 1024, new 0
biobert/title_abstract: 35,840/52,000; reused 1024, new 0
biobert/title_abstract: 36,864/52,000; reused 1024, new 0
biobert/title_abstract: 37,888/52,000; reused 1024, new 0
biobert/title_abstract: 38,912/52,000; reused 1024, new 0
biobert/title_abstract: 39,936/52,000; reused 1024, new 0
biobert/title_abstract: 40,960/52,000; reused 1024, new 0
biobert/title_abstract: 41,984/52,000; reused 1024, new 0
biobert/title_abstract: 43,008/52,000; reused 1024, new 0
biobert/title_abstract: 44,032/52,000; reused 1024, new 0
biobert/title_abstract: 45,056/52,000; reused 1024, new 0
biobert/title_abstract: 46,080/52,000; reused 1024, new 0
biobert/title_abstract: 47,104/52,000; reused 1024, new 0
biobert/title_abstract: 48,128/52,000; reused 1024, new 0
biobert/title_abstract: 49,152/52,000; reused 1024, new 0
biobert/title_abstract: 50,176/52,000; reused 1024, new 0
biobert/title_abstract: 51,200/52,000; reused 1024, new 0
biobert/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
biobert/title: 1,024/52,000; reused 521, new 503
biobert/title: 2,048/52,000; reused 524, new 500
biobert/title: 3,072/52,000; reused 498, new 526
biobert/title: 4,096/52,000; reused 521, new 503
biobert/title: 5,120/52,000; reused 521, new 503
biobert/title: 6,144/52,000; reused 526, new 498
biobert/title: 7,168/52,000; reused 520, new 504
biobert/title: 8,192/52,000; reused 499, new 525
biobert/title: 9,216/52,000; reused 492, new 532
biobert/title: 10,240/52,000; reused 512, new 512
biobert/title: 11,264/52,000; reused 535, new 489
biobert/title: 12,288/52,000; reused 527, new 497
biobert/title: 13,312/52,000; reused 508, new 516
biobert/title: 14,336/52,000; reused 515, new 509
biobert/title: 15,360/52,000; reused 497, new 527
biobert/title: 16,384/52,000; reused 543, new 481
biobert/title: 17,408/52,000; reused 527, new 497
biobert/title: 18,432/52,000; reused 522, new 502
biobert/title: 19,456/52,000; reused 537, new 487
biobert/title: 20,480/52,000; reused 531, new 493
biobert/title: 21,504/52,000; reused 529, new 495
biobert/title: 22,528/52,000; reused 515, new 509
biobert/title: 23,552/52,000; reused 517, new 507
biobert/title: 24,576/52,000; reused 510, new 514
biobert/title: 25,600/52,000; reused 491, new 533
biobert/title: 26,624/52,000; reused 512, new 512
biobert/title: 27,648/52,000; reused 520, new 504
biobert/title: 28,672/52,000; reused 510, new 514
biobert/title: 29,696/52,000; reused 460, new 564
biobert/title: 30,720/52,000; reused 479, new 545
biobert/title: 31,744/52,000; reused 511, new 513
biobert/title: 32,768/52,000; reused 487, new 537
biobert/title: 33,792/52,000; reused 510, new 514
biobert/title: 34,816/52,000; reused 498, new 526
biobert/title: 35,840/52,000; reused 519, new 505
biobert/title: 36,864/52,000; reused 496, new 528
biobert/title: 37,888/52,000; reused 524, new 500
biobert/title: 38,912/52,000; reused 500, new 524
biobert/title: 39,936/52,000; reused 518, new 506
biobert/title: 40,960/52,000; reused 517, new 507
biobert/title: 41,984/52,000; reused 514, new 510
biobert/title: 43,008/52,000; reused 498, new 526
biobert/title: 44,032/52,000; reused 509, new 515
biobert/title: 45,056/52,000; reused 523, new 501
biobert/title: 46,080/52,000; reused 510, new 514
biobert/title: 47,104/52,000; reused 507, new 517
biobert/title: 48,128/52,000; reused 512, new 512
biobert/title: 49,152/52,000; reused 520, new 504
biobert/title: 50,176/52,000; reused 507, new 517
biobert/title: 51,200/52,000; reused 508, new 516
biobert/title: 52,000/52,000; reused 393, new 407
biobert/abstract: 1,024/52,000; reused 521, new 503
biobert/abstract: 2,048/52,000; reused 524, new 500
biobert/abstract: 3,072/52,000; reused 498, new 526
biobert/abstract: 4,096/52,000; reused 521, new 503
biobert/abstract: 5,120/52,000; reused 521, new 503
biobert/abstract: 6,144/52,000; reused 526, new 498
biobert/abstract: 7,168/52,000; reused 520, new 504
biobert/abstract: 8,192/52,000; reused 499, new 525
biobert/abstract: 9,216/52,000; reused 492, new 532
biobert/abstract: 10,240/52,000; reused 512, new 512
biobert/abstract: 11,264/52,000; reused 535, new 489
biobert/abstract: 12,288/52,000; reused 527, new 497
biobert/abstract: 13,312/52,000; reused 508, new 516
biobert/abstract: 14,336/52,000; reused 515, new 509
biobert/abstract: 15,360/52,000; reused 497, new 527
biobert/abstract: 16,384/52,000; reused 543, new 481
biobert/abstract: 17,408/52,000; reused 527, new 497
biobert/abstract: 18,432/52,000; reused 522, new 502
biobert/abstract: 19,456/52,000; reused 537, new 487
biobert/abstract: 20,480/52,000; reused 531, new 493
biobert/abstract: 21,504/52,000; reused 529, new 495
biobert/abstract: 22,528/52,000; reused 515, new 509
biobert/abstract: 23,552/52,000; reused 517, new 507
biobert/abstract: 24,576/52,000; reused 510, new 514
biobert/abstract: 25,600/52,000; reused 491, new 533
biobert/abstract: 26,624/52,000; reused 512, new 512
biobert/abstract: 27,648/52,000; reused 520, new 504
biobert/abstract: 28,672/52,000; reused 510, new 514
biobert/abstract: 29,696/52,000; reused 460, new 564
biobert/abstract: 30,720/52,000; reused 479, new 545
biobert/abstract: 31,744/52,000; reused 511, new 513
biobert/abstract: 32,768/52,000; reused 487, new 537
biobert/abstract: 33,792/52,000; reused 510, new 514
biobert/abstract: 34,816/52,000; reused 498, new 526
biobert/abstract: 35,840/52,000; reused 519, new 505
biobert/abstract: 36,864/52,000; reused 496, new 528
biobert/abstract: 37,888/52,000; reused 524, new 500
biobert/abstract: 38,912/52,000; reused 500, new 524
biobert/abstract: 39,936/52,000; reused 518, new 506
biobert/abstract: 40,960/52,000; reused 517, new 507
biobert/abstract: 41,984/52,000; reused 514, new 510
biobert/abstract: 43,008/52,000; reused 498, new 526
biobert/abstract: 44,032/52,000; reused 509, new 515
biobert/abstract: 45,056/52,000; reused 523, new 501
biobert/abstract: 46,080/52,000; reused 510, new 514
biobert/abstract: 47,104/52,000; reused 507, new 517
biobert/abstract: 48,128/52,000; reused 512, new 512
biobert/abstract: 49,152/52,000; reused 520, new 504
biobert/abstract: 50,176/52,000; reused 507, new 517
biobert/abstract: 51,200/52,000; reused 508, new 516
biobert/abstract: 52,000/52,000; reused 393, new 407
simcse/title_abstract: 1,024/52,000; reused 1024, new 0
simcse/title_abstract: 2,048/52,000; reused 1024, new 0
simcse/title_abstract: 3,072/52,000; reused 1024, new 0
simcse/title_abstract: 4,096/52,000; reused 1024, new 0
simcse/title_abstract: 5,120/52,000; reused 1024, new 0
simcse/title_abstract: 6,144/52,000; reused 1024, new 0
simcse/title_abstract: 7,168/52,000; reused 1024, new 0
simcse/title_abstract: 8,192/52,000; reused 1024, new 0
simcse/title_abstract: 9,216/52,000; reused 1024, new 0
simcse/title_abstract: 10,240/52,000; reused 1024, new 0
simcse/title_abstract: 11,264/52,000; reused 1024, new 0
simcse/title_abstract: 12,288/52,000; reused 1024, new 0
simcse/title_abstract: 13,312/52,000; reused 1024, new 0
simcse/title_abstract: 14,336/52,000; reused 1024, new 0
simcse/title_abstract: 15,360/52,000; reused 1024, new 0
simcse/title_abstract: 16,384/52,000; reused 1024, new 0
simcse/title_abstract: 17,408/52,000; reused 1024, new 0
simcse/title_abstract: 18,432/52,000; reused 1024, new 0
simcse/title_abstract: 19,456/52,000; reused 1024, new 0
simcse/title_abstract: 20,480/52,000; reused 1024, new 0
simcse/title_abstract: 21,504/52,000; reused 1024, new 0
simcse/title_abstract: 22,528/52,000; reused 1024, new 0
simcse/title_abstract: 23,552/52,000; reused 1024, new 0
simcse/title_abstract: 24,576/52,000; reused 1024, new 0
simcse/title_abstract: 25,600/52,000; reused 1024, new 0
simcse/title_abstract: 26,624/52,000; reused 1024, new 0
simcse/title_abstract: 27,648/52,000; reused 1024, new 0
simcse/title_abstract: 28,672/52,000; reused 1024, new 0
simcse/title_abstract: 29,696/52,000; reused 1024, new 0
simcse/title_abstract: 30,720/52,000; reused 1024, new 0
simcse/title_abstract: 31,744/52,000; reused 1024, new 0
simcse/title_abstract: 32,768/52,000; reused 1024, new 0
simcse/title_abstract: 33,792/52,000; reused 1024, new 0
simcse/title_abstract: 34,816/52,000; reused 1024, new 0
simcse/title_abstract: 35,840/52,000; reused 1024, new 0
simcse/title_abstract: 36,864/52,000; reused 1024, new 0
simcse/title_abstract: 37,888/52,000; reused 1024, new 0
simcse/title_abstract: 38,912/52,000; reused 1024, new 0
simcse/title_abstract: 39,936/52,000; reused 1024, new 0
simcse/title_abstract: 40,960/52,000; reused 1024, new 0
simcse/title_abstract: 41,984/52,000; reused 1024, new 0
simcse/title_abstract: 43,008/52,000; reused 1024, new 0
simcse/title_abstract: 44,032/52,000; reused 1024, new 0
simcse/title_abstract: 45,056/52,000; reused 1024, new 0
simcse/title_abstract: 46,080/52,000; reused 1024, new 0
simcse/title_abstract: 47,104/52,000; reused 1024, new 0
simcse/title_abstract: 48,128/52,000; reused 1024, new 0
simcse/title_abstract: 49,152/52,000; reused 1024, new 0
simcse/title_abstract: 50,176/52,000; reused 1024, new 0
simcse/title_abstract: 51,200/52,000; reused 1024, new 0
simcse/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
simcse/title: 1,024/52,000; reused 521, new 503
simcse/title: 2,048/52,000; reused 524, new 500
simcse/title: 3,072/52,000; reused 498, new 526
simcse/title: 4,096/52,000; reused 521, new 503
simcse/title: 5,120/52,000; reused 521, new 503
simcse/title: 6,144/52,000; reused 526, new 498
simcse/title: 7,168/52,000; reused 520, new 504
simcse/title: 8,192/52,000; reused 499, new 525
simcse/title: 9,216/52,000; reused 492, new 532
simcse/title: 10,240/52,000; reused 512, new 512
simcse/title: 11,264/52,000; reused 535, new 489
simcse/title: 12,288/52,000; reused 527, new 497
simcse/title: 13,312/52,000; reused 508, new 516
simcse/title: 14,336/52,000; reused 515, new 509
simcse/title: 15,360/52,000; reused 497, new 527
simcse/title: 16,384/52,000; reused 543, new 481
simcse/title: 17,408/52,000; reused 527, new 497
simcse/title: 18,432/52,000; reused 522, new 502
simcse/title: 19,456/52,000; reused 537, new 487
simcse/title: 20,480/52,000; reused 531, new 493
simcse/title: 21,504/52,000; reused 529, new 495
simcse/title: 22,528/52,000; reused 515, new 509
simcse/title: 23,552/52,000; reused 517, new 507
simcse/title: 24,576/52,000; reused 510, new 514
simcse/title: 25,600/52,000; reused 491, new 533
simcse/title: 26,624/52,000; reused 512, new 512
simcse/title: 27,648/52,000; reused 520, new 504
simcse/title: 28,672/52,000; reused 510, new 514
simcse/title: 29,696/52,000; reused 460, new 564
simcse/title: 30,720/52,000; reused 479, new 545
simcse/title: 31,744/52,000; reused 511, new 513
simcse/title: 32,768/52,000; reused 487, new 537
simcse/title: 33,792/52,000; reused 510, new 514
simcse/title: 34,816/52,000; reused 498, new 526
simcse/title: 35,840/52,000; reused 519, new 505
simcse/title: 36,864/52,000; reused 496, new 528
simcse/title: 37,888/52,000; reused 524, new 500
simcse/title: 38,912/52,000; reused 500, new 524
simcse/title: 39,936/52,000; reused 518, new 506
simcse/title: 40,960/52,000; reused 517, new 507
simcse/title: 41,984/52,000; reused 514, new 510
simcse/title: 43,008/52,000; reused 498, new 526
simcse/title: 44,032/52,000; reused 509, new 515
simcse/title: 45,056/52,000; reused 523, new 501
simcse/title: 46,080/52,000; reused 510, new 514
simcse/title: 47,104/52,000; reused 507, new 517
simcse/title: 48,128/52,000; reused 512, new 512
simcse/title: 49,152/52,000; reused 520, new 504
simcse/title: 50,176/52,000; reused 507, new 517
simcse/title: 51,200/52,000; reused 508, new 516
simcse/title: 52,000/52,000; reused 393, new 407
simcse/abstract: 1,024/52,000; reused 521, new 503
simcse/abstract: 2,048/52,000; reused 524, new 500
simcse/abstract: 3,072/52,000; reused 498, new 526
simcse/abstract: 4,096/52,000; reused 521, new 503
simcse/abstract: 5,120/52,000; reused 521, new 503
simcse/abstract: 6,144/52,000; reused 526, new 498
simcse/abstract: 7,168/52,000; reused 520, new 504
simcse/abstract: 8,192/52,000; reused 499, new 525
simcse/abstract: 9,216/52,000; reused 492, new 532
simcse/abstract: 10,240/52,000; reused 512, new 512
simcse/abstract: 11,264/52,000; reused 535, new 489
simcse/abstract: 12,288/52,000; reused 527, new 497
simcse/abstract: 13,312/52,000; reused 508, new 516
simcse/abstract: 14,336/52,000; reused 515, new 509
simcse/abstract: 15,360/52,000; reused 497, new 527
simcse/abstract: 16,384/52,000; reused 543, new 481
simcse/abstract: 17,408/52,000; reused 527, new 497
simcse/abstract: 18,432/52,000; reused 522, new 502
simcse/abstract: 19,456/52,000; reused 537, new 487
simcse/abstract: 20,480/52,000; reused 531, new 493
simcse/abstract: 21,504/52,000; reused 529, new 495
simcse/abstract: 22,528/52,000; reused 515, new 509
simcse/abstract: 23,552/52,000; reused 517, new 507
simcse/abstract: 24,576/52,000; reused 510, new 514
simcse/abstract: 25,600/52,000; reused 491, new 533
simcse/abstract: 26,624/52,000; reused 512, new 512
simcse/abstract: 27,648/52,000; reused 520, new 504
simcse/abstract: 28,672/52,000; reused 510, new 514
simcse/abstract: 29,696/52,000; reused 460, new 564
simcse/abstract: 30,720/52,000; reused 479, new 545
simcse/abstract: 31,744/52,000; reused 511, new 513
simcse/abstract: 32,768/52,000; reused 487, new 537
simcse/abstract: 33,792/52,000; reused 510, new 514
simcse/abstract: 34,816/52,000; reused 498, new 526
simcse/abstract: 35,840/52,000; reused 519, new 505
simcse/abstract: 36,864/52,000; reused 496, new 528
simcse/abstract: 37,888/52,000; reused 524, new 500
simcse/abstract: 38,912/52,000; reused 500, new 524
simcse/abstract: 39,936/52,000; reused 518, new 506
simcse/abstract: 40,960/52,000; reused 517, new 507
simcse/abstract: 41,984/52,000; reused 514, new 510
simcse/abstract: 43,008/52,000; reused 498, new 526
simcse/abstract: 44,032/52,000; reused 509, new 515
simcse/abstract: 45,056/52,000; reused 523, new 501
simcse/abstract: 46,080/52,000; reused 510, new 514
simcse/abstract: 47,104/52,000; reused 507, new 517
simcse/abstract: 48,128/52,000; reused 512, new 512
simcse/abstract: 49,152/52,000; reused 520, new 504
simcse/abstract: 50,176/52,000; reused 507, new 517
simcse/abstract: 51,200/52,000; reused 508, new 516
simcse/abstract: 52,000/52,000; reused 393, new 407
ALL 52K INPUT CONDITIONS COMPLETE
52K INPUT QUEUE COMPLETE; CHECKPOINT UNCHANGED
AUDIT specter title_abstract PASS
AUDIT specter title PASS
AUDIT specter abstract PASS
AUDIT specter2 title_abstract PASS
AUDIT specter2 title PASS
AUDIT specter2 abstract PASS
AUDIT scincl title_abstract PASS
AUDIT scincl title PASS
AUDIT scincl abstract PASS
AUDIT scibert title_abstract PASS
AUDIT scibert title PASS
AUDIT scibert abstract PASS
AUDIT bert title_abstract PASS
AUDIT bert title PASS
AUDIT bert abstract PASS
AUDIT mpnet title_abstract PASS
AUDIT mpnet title PASS
AUDIT mpnet abstract PASS
AUDIT minilm title_abstract PASS
AUDIT minilm title PASS
AUDIT minilm abstract PASS
AUDIT pubmedbert title_abstract PASS
AUDIT pubmedbert title PASS
AUDIT pubmedbert abstract PASS
AUDIT biobert title_abstract PASS
AUDIT biobert title PASS
AUDIT biobert abstract PASS
AUDIT simcse title_abstract PASS
AUDIT simcse title PASS
AUDIT simcse abstract PASS
AUDITS COMPLETE 30 /30
52K INPUTS FINISHED AND AUDITED
